text,label,idx
What country has the best defensive position in the board game Diplomacy ?,4,924
What two countries share the Khyber Pass ?,4,925
Who was chairman of the Senate select committee that tried to get to the bottom of Watergate ?,3,926
What is the origin of the surname of Braun ?,2,927
"What card game has variations called Canfield , Klondike and Spider ?",1,928
What is Australia Day ?,2,929
What mammal of North America is the world 's longest-lived for its size ?,1,930
What was the Chivington Massacre ?,2,931
"What actor starred in 1980 's Blue Lagoon , 1982 's The Pirate Movie and 1983 's A Night in Heaven ?",3,932
How many home runs did Lou Gehrig have during his career ?,5,933
In what city is the headquarters of Sinn Fein ?,4,934
Where can I find information on George Bush ?,4,935
Who is the voice of Miss Piggy ?,3,936
What is the dialogue circle in cartoons called ?,1,937
Who replaced Bert Parks as the host of The Miss America Pageant ?,3,938
How many boys play the game in Winslow Homer 's 1872 painting Snap the Whip ?,5,939
What is the AIM-54C Phoenix ?,2,940
When are sheep shorn ?,5,941
What sport is Chris Jogis a top player of ?,1,942
What 's the second-largest island in the world ?,4,943
What is the definition of low island ?,2,944
What century does Captain Video live in ?,5,945
What types of water pollution are there ?,1,946
How many astronauts manned each Project Mercury flight ?,5,947
What soft drink would provide me with the biggest intake of caffeine ?,1,948
What 's the name of a golf course in Myrtle Beach ?,1,949
What are some of the significant historical events of the 1990s ?,1,950
Where is Logan Airport ?,4,951
What is the difference between Neoclassical art and Romanticism art ?,2,952
Who was the first person inducted into the U.S. Swimming Hall of Fame ?,3,953
What golfer has been called Ohio Fats and Blobbo ?,3,954
Who murdered Leno and Rosemary LaBianca on August 1,3,955
What is the average cost for four years of medical school ?,5,956
What does God create in the first sentence of the Bible ?,1,957
Which of the following men was not married to Rita Hayworth ?,3,958
What is the current ticket fare from from Cairo to Barbados ?,5,959
What does NN O `` mean when used as a prefix in Irish surnames ?,0,960
How do you find oxidation numbers ?,2,961
What is the state nickname of Mississippi ?,4,962
"What is Black Hills , South Dakota most famous for ?",2,963
What 1966 boob tube bomb took astronauts back to prehistoric times ?,1,964
How many students attend the University of Massachusetts ?,5,965
"Who said , `` I shall return . '' during World War Two ?",3,966
What holidays are celebrated in Ireland ?,1,967
"Who portrayed Etta Place , companion to Butch Cassidey and the Sundance Kid ?",3,968
What are the Greek numerals ?,2,969
What 's the name of the temple that is located near the capital city of Laos ?,4,970
What is a fear of sleep ?,1,971
What auto race was Wilbur Reed the first to win three times ?,1,972
What are the most common breeding birds in the U.S. ?,1,973
"What was organized as a Confederate veterans ' social club in Pulaski , in Tennessee , in 1866 ?",1,974
How do you look up criminal records on the Internet ?,2,975
"Where is the actress , Marion Davies , buried ?",4,976
What is an example of an actual case of using the Fourteenth Amendment ?,2,977
Who was the Charlie perfume woman ?,3,978
Who portrayed `` Rosanne Rosanna-Dana '' on the television show `` Saturday Night Live '' ?,3,979
"What singer became despondent over the death of Freddie Prinze , quit show business , and then quit the business ?",3,980
When did Iraqi troops invade Kuwait ?,5,981
What was Mark Johnson referring to when he said : `` I still can 't believe it- we beat the Russians ? '',1,982
What car was driven in the 199 release of `` Smokey and the Bandit '' ?,1,983
What was the backup singing group for Roy Rogers ?,3,984
What famous singing cowboy owns the California Angels baseball team ?,3,985
What 1915 film was the first to gross $5 million ?,1,986
Where did the term `` 86 '' come from ?,2,987
What causes someone to be ticklish ?,2,988
What is the probability that at least 2 out of 25 people will have the same birthday ?,5,989
How many Canadians emmigrate each year ?,5,990
Why did several San Diego schools remove apples from students menus ?,2,991
What musical instrument did Sherlock Holmes play ?,1,992
Who was Gerald Ford 's vice president ?,3,993
What is `` the washed vodka '' ?,2,994
How many different languages are spoken in Europe ?,5,995
What year was Desmond Mpilo Tutu awarded the Nobel Peace Prize ?,5,996
What 's a `` Drinker respirator '' better known as ?,1,997
Who invented batteries ?,3,998
Why do recipe books recommend starting with cold water when you boil something ?,2,999
Where can I buy a good snowboard for less than $200 ?,4,1000
What title did Suzette Charles assume for two months in 1984 ?,3,1001
What was the infamous pseudonym of Peter Sutcliffe ?,3,1002
What is Smokey The Bear 's middle name ?,1,1003
What is Nicholas Cage 's occupation ?,3,1004
What British TV series featured Emma Peel ?,1,1005
What London street is the home of British journalism ?,4,1006
What tragedy befell the city of Dogtown in 1899 ?,1,1007
What is the Immaculate Conception ?,2,1008
What are the names of all the U.S. Navy aircraft carriers ?,1,1009
What format was VHS 's main competition ?,1,1010
What is Candlemas Day ?,2,1011
In what city is the famed St. Mark 's Square ?,4,1012
What does the Ouarterly Review of Doublespeak call an `` inoperative statement '' ?,1,1013
How much did the minimum wage amount to in 1991 ?,5,1014
Where is Tufts University ?,4,1015
What is a pyrotechnic display ?,2,1016
How do I find out about jobs ?,2,1017
What Japanese manufacturer is known for both its pianos and its motorcycles ?,3,1018
What is the chemical reactivity of argon ?,5,1019
How many engines does a Boeing 737 have ?,5,1020
What is a fear of being cold ?,1,1021
How long was Mao 's 1930s Long March ?,5,1022
What net game sees its women 's world amateur champions receive the Uber Cup ?,1,1023
What four-legged creature did a Cornell University study say would make man 's best companion in space ?,1,1024
What does a teaspoon of matter weigh in a black hole ?,5,1025
"What did British companies stick 175 , 0 tons of tea into in 1982 ?",1,1026
What province is Edmonton located in ?,4,1027
How can I find out how much income tax is paid on Social Security income on the 1998 income tax ?,2,1028
Who did Sonny Liston succeed as world heavyweight boxing champion ?,3,1029
What is California 's state bird ?,1,1030
What is Martin Luther King Jr. 's real birthday ?,5,1031
Name the various super-teams to which the Angel has belonged .,3,1032
How does Zatanna perform her magic in DC comics ?,2,1033
What 's the name of Jacques Cousteau 's research ship ?,1,1034
What President dispatched a cruiser to carry Charles Lindbergh home after his epic flight ?,3,1035
Whose video is titled Shape Up with Arnold ?,3,1036
In which Kevin Costner movie did Sioux Indians play a role ?,1,1037
How many James Bond novels are there ?,5,1038
How do you get dates with the `` Hooters '' girls ?,2,1039
How can I get a comic character I made copyrighted and published ?,2,1040
How large is the Arctic refuge to preserve unique wildlife and wilderness value on Alaska 's north coast ?,5,1041
What is Plc ?,2,1042
How much electricity does the brain need to work ?,5,1043
How many acres in a mile ?,5,1044
What Dickens novel has David carrying the message `` Barkis is willin '' to Peggy ?,1,1045
What is a hyperlink ?,2,1046
Who 's the twin brother of the Greek goddess Artemis ?,3,1047
Where did marijuana come from ?,2,1048
"What is the per-capita income of Colombia , South America , ?",5,1049
What novel has Big Brother watching ?,1,1050
How many Grammys did Michael Jackson win in 1983 ?,5,1051
What does Elysium mean ?,2,1052
What is the oldest website on the Internet ?,4,1053
What is Shalom ?,2,1054
What was the favorite sport of Tom Wolfe 's The Pump House Gang ?,1,1055
What organic fuel do bog-dwellers use a `` slane '' to cut ?,1,1056
What is the average age of a member of the team that worked on the Manhatten Project ?,5,1057
What country received all the Nobel Prizes awarded in 1976 ?,4,1058
How do you get rid on woodpeckers ?,2,1059
How many syllables are there in a line of hendecasyllabic poetry ?,5,1060
What is Britain 's possession on the Chinese mainland ?,4,1061
Who was America 's first Public Enemy No. 1 ?,3,1062
How many children under 18 are victims of some sort of Physical Abuse each year ?,5,1063
What is the origin of thank you notes ?,2,1064
What generation am I in ?,1,1065
What is a fear of hell ?,1,1066
Who is Dear Abby ?,3,1067
"Who lives at 24 Sussex Drive , Ottawa ?",3,1068
What is Jell-O made from ?,1,1069
Who was Monet ?,3,1070
What are the only two states that incorporate the Confederate battle flag in their flags ?,4,1071
How do you make panoramic sugar eggs for Easter - the ones with the scene inside ?,2,1072
What 's the Southern dish made of pigs ' small intestines ?,1,1073
Where is Guam ?,4,1074
Who was the famous door-to-door brush salesman ?,3,1075
What is the executor in a will ?,2,1076
"What inescapable purveyor of background music celebrated its 5th anniversary in July , 1984 ?",3,1077
How many people in America snore ?,5,1078
Who is always trying to get the rent from Andy Capp ?,3,1079
What soft drink is most heavily caffeinated ?,1,1080
Who did Jackie Kennedy commission to write The Death of a President ?,3,1081
Which drug is commonly used to treat AIDS ?,1,1082
How many stars are there on the Soviet Union 's flag ?,5,1083
What is the difference between microprocessors & microcontrollers ?,2,1084
Who sought to create The Great Society ?,3,1085
What are tourist attractions in Reims ?,4,1086
What are the lengths of pearl necklaces ?,5,1087
Who said : `` Soldiers win the battles and generals get the credit '' ?,3,1088
What is the proof that houseplants metabolize carcinogens ?,2,1089
What prompted the co-pilot of the Enola Gay to enter only `` My God '' in his log ?,2,1090
How long does it take the typical hen to lay 19 dozen eggs ?,5,1091
What Colorado city owns its own glacier ?,4,1092
What is the history of `` the toast '' ?,2,1093
What was the name of the Protestant revolt against the supremacy of the Pope ?,1,1094
What is an arab strap ?,2,1095
"How much does it cost , average or whatever is available , to produce and send junk mail catalogues in the US ? , DT CD NN NN ,",5,1096
Who is the current UN Secretary General ?,3,1097
"Who provides telephone service in Orange County , California ?",3,1098
Where did guinea pigs originate ?,4,1099
What two countries ' coastlines border the Bay of Biscay ?,4,1100
Why did Egyptians shave their eyebrows ?,2,1101
What organization did Mr. Waverly assign agents for ?,3,1102
When was the slinky invented ?,5,1103
What are the characters ' names in the Scooby-Doo cartoon ?,3,1104
What is a fear of cold ?,1,1105
What was Eduard Shevardnadze 's job in the Soviet Union ?,3,1106
What causes rust ?,2,1107
Which is the only Dick Tracy villain to appear three times ?,3,1108
What was the monster in Spielberg 's film `` Jaws '' ?,1,1109
What color is an Arctic fox in winter ?,1,1110
"What do the names Neil , Mary , and Anthony mean ?",2,1111
"What European capital celebrated its 2 , 000th anniversary in 1951 ?",4,1112
Why do people in the upper peninsula of Michagin say `` eh ? '' ?,2,1113
What flower did Vincent Van Gogh paint ?,1,1114
What country was the setting of You Only Live Twice ?,4,1115
What was Thatcher 's approval rating after 10 years in power ?,5,1116
Winnie the Pooh is what kind of animal ?,1,1117
"What was the first Funk 'N Lata , Brazilian group , success ?",2,1118
What is a handheld PC ?,2,1119
What did John Hinckley do to impress Jodie Foster ?,2,1120
What is Larry King 's job ?,3,1121
How many calories are in a tomato ?,5,1122
In what state was the first co-educational college established,4,1123
What war saw a naval battle between the luxury liners Cap Trafalgar and the Carmania ?,1,1124
What is the treatment for depression ?,1,1125
What is a fear of slime ?,1,1126
What country in Latin America is the largest one ?,4,1127
On which Hawaiian island is Pearl Harbor ?,4,1128
"What feathered cartoon characters do Yugoslavians know as Vlaja , Gaja , and Raja ?",3,1129
What Marx Brothers movie centers on a stolen painting ?,1,1130
What was unusual about Alexandra 's appearance in Josie and the Pussycats ?,2,1131
What is the origin of the word `` mind '' ?,2,1132
When was Dick Clark born ?,5,1133
What game is fatal to anybody over 21 ?,1,1134
What is the death toll of people dying from tuberculosis ?,5,1135
What happened to Moon Maiden ?,2,1136
What city is wiener schnitzel named for ?,4,1137
What are the Urals ?,2,1138
How can you stop the itch from poison ivy ?,2,1139
What desert has the highest sand dunes ?,4,1140
What two countries contain Sierra Nevada mountains ?,4,1141
How do you tell your parents you are dating an older man ?,2,1142
How long was the TV mission of Star Trek 's Enterprise to be ?,5,1143
What phone number can I call to have a tree planted ?,5,1144
When did the `` Star-Spangled Banner '' become the national anthem ?,5,1145
Who was Lacan ?,3,1146
What are the four natural aids used in riding a horse ?,1,1147
What continent 's name appears on the upper left corner of a Budweiser label ?,4,1148
Who was the Secretary of War in the Civil War during the Battle of Gettysburg ?,3,1149
Who did Bobby Fischer beat to win the world chess championship ?,3,1150
How do you exterminate bees that are in the walls of your home ? Will bee eggs remain over winter ?,2,1151
Where can I get information and statistics on countries and nations ?,4,1152
Name a Gaelic language .,1,1153
"What day is August 13 , 1971 ?",5,1154
Where can I find a list of all the companies in America that offer a direct stock purchase plan ?,4,1155
How do you send a movie transcript to Hollywood so that it can be produced into a film ?,2,1156
"What literary classic centers on the search for a treasure in gold worth 7 , 0 pounds ?",1,1157
What is the origin of blue for boys and pink for girls ?,2,1158
What is the name of the Michelangelo painting that shows two hands with fingers touching ?,1,1159
How big is a quart ?,5,1160
What is the Hub of London ?,2,1161
Jude Law acted in which film ?,1,1162
What causes panic attacks ?,2,1163
What was the filling in the first golf balls ?,2,1164
What drug did Sigmund Freud become fascinated with while experimenting with the treatment of neurasthenia ?,1,1165
What country was A Terrible Beauty to Leon Uris ?,4,1166
What is typhoid fever ?,2,1167
Where can I buy a hat like the kind Jay Kay from Jamiroquai wears ?,4,1168
What are the Twin Cities ?,2,1169
What is Beethoven 's 9th symphony called ?,1,1170
Name the lawyer for Randy Craft .,3,1171
Which breakfast cereal brought you `` the best each morning '' ?,1,1172
"What does Ms. , Miss , and Mrs. stand for ?",0,1173
What is the Homelite Inc. home page ?,4,1174
"What explosive do you get by mixing charcoal , sulfur and saltpeter ?",1,1175
What mountainous region of the world is the Lhasa Apso dog native to ?,4,1176
What cancer is commonly associated with AIDS ?,1,1177
How long does it take light to reach the Earth from the Sun ?,5,1178
Who lives at 39 Stone Canyon Way ?,3,1179
How many questions are on this thing ?,5,1180
Who played Humpty Dumpty in the 1933 film Alice in Wonderland ?,3,1181
"Who is Karenna Gore , Al Gore 's oldest daughter , married to ?",3,1182
Who played the title role in I Was a Teenage Werewolf ?,3,1183
Why are there olives in martinis ?,2,1184
In what year did Hitler gain power of Germany ?,5,1185
What year did Rossetti paint `` Beata Beatrix '' ?,5,1186
What record company produced the 1978 movie The Wiz ?,3,1187
Where can I find information about touring the Philippines ?,4,1188
What did The Gas House Gang play ?,1,1189
How many square feet is Bill Gates ' home ?,5,1190
"What is the name of actor Rex Harrison 's son , who starred in a modestly popular TV show during the late 1960's ?",3,1191
What is the highest Roman numeral ?,2,1192
What 's the most popular form of bridge ?,1,1193
Who was the inventor of the stove ?,3,1194
What comedian has a legendary reputation for stealing jokes ?,3,1195
Where can I find information on the cyclone that hit New Jersey on 8/28/1941 ?,4,1196
Boxing Day is celebrated on what date ?,5,1197
What are the first ten amendements passed ?,1,1198
What is another term for the painful wrist syndrome ?,1,1199
How is the new Ford Econoline van F25 V1 engine ?,2,1200
Who was the king who was forced to agree to the Magna Carta ?,3,1201
Who was made the first honorary citizen of the U.S. ?,3,1202
What game is Garry Kasparov really good at ?,1,1203
Where was Richard Nixon when Gerald Ford became president ?,4,1204
Where does the U.S. rank among world countries in area ?,5,1205
What novel did Ian Fleming introduce James Bond in ?,1,1206
What was the target rate for M3 growth in 1992 ?,5,1207
What baseball team was routinely called `` dem bums '' by its frustrated fans ?,3,1208
When did Israel begin turning the Gaza Strip and Jericho over to the PLO ?,5,1209
What are the major differences in the Catholic and Methodist religions ?,2,1210
Name the On Stage character whose face was never seen .,3,1211
How much energy is released when oxygen and hydrogen mix ?,5,1212
What is the best Internet business to go into ?,3,1213
What does Venus Retrograde mean ?,2,1214
Who is known as `` the world 's oldest teenager '' ?,3,1215
What are the largest breweries in the world ?,4,1216
What does Las Vegas mean ?,2,1217
What does the word `` meta '' mean ?,2,1218
What keeps clouds in the air ?,1,1219
What 's the term for any four-sided figure ?,1,1220
Ray Charles plays which instrument ?,1,1221
What country and western singer is known as The Silver Fox ?,4,1222
What building appropriately enough is depicted on the back of the 1-dollar bill ?,4,1223
What is graduate school ?,2,1224
What is the difference between New York-style and Chicago-style pizza ?,2,1225
What baseball team owner and sailor is known as The Mouth of the South ?,3,1226
What type of betting is used in horse racing ?,1,1227
What kind of hat does Bat Masterson wear ?,1,1228
Who was with Patricia Hearst the night she was kidnaped ?,3,1229
What is the Viking Prince 's first name ?,3,1230
What does the abbreviation cwt. ?,0,1231
In what deodorant commercial did tenants have adjoining medicine cabinets ?,1,1232
Where is Rider College located ?,4,1233
What boxer 's life story is titled Raging Bull ?,3,1234
For what reason did some San Diego schools stop serving apples ?,2,1235
Who advised listeners to `` see the U.S.A. in your Chevrolet '' ?,3,1236
Where was the first restaurant ?,4,1237
Where can I find full written draft of CTBT ?,4,1238
How many horses died during the civil war ?,5,1239
How much waste does an average dairy cow produce in a day ?,5,1240
What Nobel laureate was expelled from the Philippines before the conference on East Timor ?,3,1241
"What woman has carried the most multiple births , twins , triplets , etc. , ?",3,1242
How many minutes were there on the original GE College Bowl clock ?,5,1243
What is the average time it takes for a male to ejaculate ?,5,1244
What is website of the International Court of Justice ?,4,1245
Where are 8 of the 10 highest mountains in the world ?,4,1246
Where can I look at a perpetual calendar ?,4,1247
How many astronauts have been on the moon ?,5,1248
In what year did the Bounty mutiny happen ?,5,1249
What is the only substance that gives food its `` taste '' when eaten ?,1,1250
How do you reference a website ?,2,1251
What is pandoro ?,2,1252
What do the letters ZIP stand for in the phrase `` ZIP code '' ?,0,1253
Which Bourbon king was restored to the French throne during Napoleon 's abdication ?,3,1254
What is one of the cities that the University of Minnesota is located in ?,4,1255
What are the words to `` My Way '' written by Paul Anka ?,2,1256
How do I install a tile floor ?,2,1257
What is the quickest and easiest way to get nail polish out of clothes ?,1,1258
Why was the zipper invented ?,2,1259
What 's the No. 1 killer in industrialized countries ?,1,1260
Name four famous cartoon cats .,1,1261
What daughter of Henry VIII and Anne Boleyn became queen of England ?,3,1262
How did ` stat ' come to be used as an expression for quickly ?,2,1263
What 's the most common nickname of U.S. college football teams ?,3,1264
What 's the distinction of U.S. Supreme Court Justice Thurgood Marshall ?,2,1265
What is the most useful site on the Internet ?,4,1266
What is the world 's highest peak ?,4,1267
What was a Mae West on a World War II battleship ?,2,1268
Define cosmology .,2,1269
What comedienne upstaged Dwight D. Eisenhower 's first inauguration by giving birth to her first child ?,3,1270
What are amicable numbers ?,2,1271
When were the Olympic Games in which Nadia Comaneci became popular played ?,5,1272
"Where is Hearst Castle , built by publisher William Randolph Hearst ?",4,1273
What 's the largest U.S. city on the Great Lakes ?,4,1274
Who sang about Desmond and Molly Jones ?,3,1275
"What magazine gives us the cream , not the skim ?",1,1276
What does the technique called `` cold fusion '' produce ?,1,1277
What costume designer decided that Michael Jackson should only wear one glove ?,3,1278
"What meter did Shakespeare use in writing : `` To be , or not to be , that is the question.. . '' ?",1,1279
How many rows of sprocket holes does a roll of 35-millimeter film have ?,5,1280
What is the goat population of the world ?,5,1281
What company was the original sponsor of TV 's Superman ?,3,1282
What sea separates Naples and Algiers ?,4,1283
How many lawyers are there in the state of New Jersey ?,5,1284
What are the most common elements in seawater ?,1,1285
Describe the Finnish music personality Salonen 's appearance .,2,1286
What is the origin of the ethnic category `` caucasian '' ?,2,1287
What is a stratocaster ?,2,1288
What kind of science is cosmology ?,1,1289
Name the blind sculptress in love with the Fantastic Four 's Thing .,3,1290
What 's the second-lightest element ?,1,1291
What do you call a `` twirl '' in ballet ?,1,1292
What is the brand name of daminozide ?,1,1293
What is the former name of Zimbabwe ?,1,1294
What National Basketball Association superstar told his story in Giant Steps ?,3,1295
What animals did The Amazing Three masquerade as ?,1,1296
How did the bikini bathing suite get its name ?,2,1297
When did Fraze get his first patent for the pull-tab can ?,5,1298
How many games are played in a five-team round-robin tournament ?,5,1299
Who developed the first polio vaccine ?,3,1300
Who made the first gas engine ?,3,1301
"What country claimed Rubens , Van Dyck and Bruegel as citizens ?",4,1302
What civil war was fought between 1936 and 1939 ?,1,1303
How many questions do you have on your database ?,5,1304
How do clouds form ?,2,1305
Where can I find examples of legal cases about the Individuals with Disabilities Education Act ?,4,1306
What character did Tex Avery first create upon arriving at MGM ?,3,1307
When was the Triangle Shirtwaist fire ?,5,1308
What Asian spiritual and political leader was married at the age of 13 ?,3,1309
Where is Ocho Rios ?,4,1310
What is the half-life of P-32 ?,2,1311
What ocean does Mauritania border ?,4,1312
Why do pressure cookers save time in the kitchen ?,2,1313
Why are there 12 people on a jury in criminal cases ?,2,1314
What do Christian Scientists believe in ?,2,1315
"What World War I battle saw 6 , 0 troops killed in one day ?",1,1316
What country is Kosovo a part of ?,4,1317
Tell me what city the Kentucky Horse Park is near ?,4,1318
What computer operating system is on the most computers ?,1,1319
What is Bill Gross 's email address ?,4,1320
What is the economic impact of unemployment on the economy ?,2,1321
"What do the letters D.C. stand for in Washington , D.C. ?",0,1322
What animals can live the longest without food ?,1,1323
What English queen had seventeen children ?,3,1324
"What is the approximate population of Las Vegas , N.M ?",5,1325
How much does the President get paid ?,5,1326
What two baseball players make up the battery ?,3,1327
What 's the largest letter in Salvador Dali 's signature ?,1,1328
What does an irate car owner call iron oxide ?,1,1329
"Of children between the ages of two and eleven , what percentage watch `` The Simpsons '' ?",5,1330
What 's the northernmost U.S. state apart from Alaska ?,4,1331
Name an art gallery in New York .,4,1332
Who sells Viagra ?,3,1333
What musical instrument did Prewitt play in James Jones 's From Here to Eternity ?,1,1334
What is the Home Rule Act ?,2,1335
What building are British monarchs crowned in ?,4,1336
What are Bellworts ?,2,1337
Who was Darius ?,3,1338
What movie told of Anna Anderson 's claim to be a Russian czar 's daughter ?,1,1339
Who did Dita Beard work for ?,3,1340
What kind of creature is a coot ?,1,1341
Name the university of which Woodrow Wilson was president .,3,1342
"What country was first to use the airplane as a weapon of war , against the Turks in Libya ?",4,1343
What university was Woodrow Wilson President of ?,3,1344
What is a fear of disease ?,1,1345
What kind of meat is Fray Bentos synonymous with ?,1,1346
What did Mr. Magoo flog on TV for General Electric ?,1,1347
What are the words to the Canadian National anthem ?,2,1348
What is the name of the Jewish alphabet ?,1,1349
Who served as inspiration for the schoolteacher portrayed by Robin Williams in `` Dead Poets Society '' ?,3,1350
What is Columbia Tristar 's phone number ?,5,1351
Name the five positions who are in the line of succession to the presidency .,3,1352
Which one of the original seven Mercury program astronauts did not fly on any of the Mercury flights ?,3,1353
What is the capital of Burkina Faso ?,4,1354
What continent is Bolivia on ?,4,1355
Why was Muhammad Ali stripped of his title and barred from boxing in 1967 ?,2,1356
"Who killed more people , Hitler or Stalin ?",3,1357
What caused Shea & Gould to close their L.A. office ?,2,1358
What 's the only mammal that can 't jump ?,1,1359
What war saw battles at Parrot 's Beak and Black Virgin ?,1,1360
What was the U.S. highway death toll in 1969 ?,5,1361
What does the name Kelly mean ?,2,1362
What is a phalanx ?,2,1363
What mustachioed comedian portrayed Frankie in North to Alaska ?,3,1364
What does each of the utilities cost in Monopoly ?,5,1365
"What actor and World War II airman had a $5 , 0 bounty put on his head by Hermann Goering ?",3,1366
What does e.g. stand for ?,0,1367
What is the name of the medical condition in which a baby is born without a brain ?,1,1368
How do storms form ?,2,1369
Who is Nicolo Paganini ?,3,1370
What city is often called The Insurance Capital of the World ?,4,1371
What are the three animals in Sheila Burnford 's The Incredible Journey ?,1,1372
Who portrayed Dracula in Hammer Studios ' films ?,3,1373
Name one of the Seven Wonders of the Ancient World .,1,1374
When were fish first believed to be found on earth ?,5,1375
"What President 's favorite Biblical quotation was : `` Come now , and let us reason together '' .",3,1376
How many elevators do you ride to reach the top floor of the Empire State Building ?,5,1377
Name the food company that traveled to Soviet Georgia to film a series of ads .,3,1378
What country was Sir Edmund Hillary born in ?,4,1379
What 's an infant seal called ?,1,1380
"What was the proper Laugh-In respones to : `` Say goodnight , Dick '' ?",2,1381
What city was John F. Kennedy nominated for president in ?,4,1382
How long does a dog sleep ?,5,1383
What 1963 Joseph L. Mankiewicz film cost $28 million ?,1,1384
What Japanese electronics company was named for a coastal city northeast of Tokyo ?,3,1385
What can you be fined for having a dog on a beach ?,5,1386
Where did the Battle of the Bulge take place ?,4,1387
How much will the California be in the year 2000 ?,5,1388
"What mystery writer penned `` ...the glory that was Greece , and the grandeur that was Rome '' ?",3,1389
What state full of milk and honey was the destination in The Grapes of Wrath ?,4,1390
What is the tallest building in Japan ?,4,1391
Where is Sinn Fein 's headquarters ?,4,1392
Name Li 'l Abner 's favorite Indian drink .,1,1393
What are some important events of the 1830 's ?,1,1394
The Iraqis launched their attack on Kuwait on what day ?,5,1395
What letter adorns the flag of Rwanda ?,1,1396
"What did 8 , CD NNS VBP TO VB NNP POS NN .",1,1397
What is God ?,2,1398
What country 's northernmost city is Darwin ?,4,1399
"What sound does Olympia , Washington , overlook ?",4,1400
What TV show chronicled the lives of Katy Holstrum and Congressman Glen Morley ?,1,1401
What Kentucky city calls itself The Horse Center of America ?,4,1402
How many penny-farthings are there on a Trivial Pursuit game board ?,5,1403
What 's the most abundant element in the sun ?,1,1404
"What European country boasts the city of Furth , found where the rivers Rednitz and Pegnitz converge ?",4,1405
What U.S. state is Dixville Notch in ?,4,1406
"Where was the Cisalpine Republic , 1797-185 , ?",4,1407
What is the largest shopping mall in the world ?,4,1408
What is the protagonist 's name in Dostoevski 's `` The Idiot '' ?,3,1409
What penalty space lies between Baltic Avenue and Reading Railroad on a Monopoly board ?,1,1410
What presidential press secretary dismissed Watergate as a third-rate burglary attempt ?,3,1411
What is a meerkat ?,2,1412
Who was Jean Nicolet ?,3,1413
What kind of animal was Winnie the Pooh ?,1,1414
Which of these are authors ?,3,1415
What 's the international radio code word for the letter B ?,1,1416
Who was the original Humpty Dumpty ?,3,1417
What is cache memory ?,2,1418
Aspartame is also known as what ?,1,1419
Where is the location of the Orange Bowl ?,4,1420
"What is the origin of the midwest slang , ` you 're darn tootin ' ?",2,1421
Whose cupboard was bare ?,3,1422
What are the seven seas ?,4,1423
What does IBM stand for ?,0,1424
What is the difference between jazz and blues ?,2,1425
What is the C programming language ?,2,1426
What 's the name of Popeye 's adopted son ?,3,1427
Who invented the vacuum cleaner ?,3,1428
What is a ` borrow pit ' ?,2,1429
What 2th-century fictional character attends Pencey Prep School ?,3,1430
How many people in the USA say their number one source of information is the newspaper ?,5,1431
"Who does Shakespeare 's Antonio borrow 3 , 0 ducats from ?",3,1432
Which country is known as `` Big Bear '' ?,4,1433
"What `` melts in your mouth , not in your hands '' .",1,1434
How many times a day should you take a prescription marked `` q.i.d . '' ?,5,1435
What is the origin of the atom ?,2,1436
Who is the Voyager project manager ?,3,1437
Which radio stations air the Jim Bohannon Radio Talk Show ?,3,1438
What two commanders directed the forces in the Battle of El Alamein ?,3,1439
Name the creator of `` The Muppets '' .,3,1440
How do I e-mail someone at aol.com from yahoo.com ?,2,1441
Who replies `` I know '' to Princess Leia 's confession `` I love you '' in The Empire Strikes Back ?,3,1442
What is the meaning of the name Ella ?,2,1443
What 's the home of the Rockettes ?,4,1444
"Where can I find all the information I need to know about the English Civil War , 1642-1649 , ?",4,1445
What is the name of the firm that makes Spumante ?,3,1446
What sport is played on the largest field ?,1,1447
Who won the 1967 Academy Award for Best Actor ?,3,1448
What is after death ?,1,1449
Name the first private citizen to fly in space .,3,1450
What was football star Elroy Hirsch 's nickname ?,3,1451
What singer sings `` Oh Boy '' ?,3,1452
How much pizza do Americans eat in a day ?,5,1453
What is the website for the USA journal ?,4,1454
What army 's motto is Blood and Fire ?,3,1455
What kind of patent did Ermal Fraze get in 1963 ?,1,1456
What are you hearing when you put a seashell to your ear ?,2,1457
Why are haunted houses popular ?,2,1458
Which gender has bigger thighs ?,1,1459
What U.S. state has the second-longest coastline ?,4,1460
How fast do cheetahs run ?,5,1461
What is Ray Bradbury 's illustrated man illustrated with ?,1,1462
How fast is a 45Mhz processor ?,5,1463
"What kind of puzzle first appeared in the U.S. in the New York World on December 21 , 1913 ?",1,1464
What count did Alexandre Dumas write about ?,3,1465
What are the odds of giving birth to twins ?,5,1466
What is the largest natural lake in Pennsylvania ?,4,1467
How far is London UK from California ?,5,1468
Name the two mystical ravens Odin has at his command .,1,1469
What was the species of Winnie the Pooh ?,1,1470
What is the virus HIV ?,2,1471
How many years old is Benny Carter ?,5,1472
What Hermann Hesse book gave its name to a rock group ?,1,1473
Where does the Santa Fe Trail begin and end ?,4,1474
What book is the follow-up to Future Shock ?,1,1475
What African animals are known as The Big Five ?,1,1476
What is the alphabet for Latin ?,1,1477
What is the fear of frogs ?,1,1478
Which city in Canada is the least-populated ?,4,1479
How old is Stevie Wonder ?,5,1480
Who was the first Taiwanese President ?,3,1481
Who is Luke Skywalker 's father ?,3,1482
What does a dipsomaniac crave ?,1,1483
What is the definition of the term `` weapons system '' ?,2,1484
What is Nero Wolfe 's favorite drink during office hours ?,1,1485
What is the first personal computer company ?,3,1486
