text,label,idx
Clijsters and Hewitt call off engagement The 21-year-old Belgian former world No 1 announced the split on her website but did not divulge any further details about the break-up of her long-term relationship with the 23 ,1,688
"Report: Giambi Testified He Used Steroids (AP) AP - New York Yankees slugger Jason Giambi injected himself with human growth hormone in 2003 and also used steroids for at least three seasons, according to his grand jury testimony reviewed by the San Francisco Chronicle.",1,689
"Langer's pairings apparent Unlike US captain Hal Sutton, who kept his pairings for the opening matches of the 35th Ryder Cup guarded like a state secret, it was easy to read into Bernhard Langer's mind-set. All you had to do was track the way the final practice groups were organized by the European captain.",1,690
"Wales put faith in height for autumn Tests The Welsh coach Mike Ruddock #39;s attempt to inspire his national side to fresh heights took on a whole new meaning yesterday when he included the tallest player in the country in a 29-man squad for the forthcoming internationals against South Africa, New ",1,691
"Seahawks lay an egg with loss to Cardinals TEMPE, Ariz. -- The Seattle Seahawks had a bad fourth quarter against St. Louis two weeks ago, then a bad first quarter last week in New England.",1,692
"Solberg takes inaugural Rally Japan Motorsport.com. Petter Solberg claimed a comfortable victory on Rally Japan, keeping his WRC championship hopes alive, and giving a home-soil victory to the Subaru team.",1,693
"Croom's Bulldogs Stun Zook's Gators (AP) AP - The latest low point in Ron Zook's tenure at Florida even has the coach wondering what went wrong. Meanwhile, Sylvester Croom's first big win at Mississippi State has given the Bulldogs and their fans a reason to believe in their first-year leader. Jerious Norwood's 37-yard touchdown run with 32 seconds remaining lifted the Bulldogs to a 38-31 upset of the 20th-ranked Gators on Saturday.",1,694
Langer looking to  #39;hurt #39; Pakistan Justin Langer plans to heap more misery on Pakistan after his opening-day unbeaten century revived Australia in the first Test at the Waca.,1,695
"South Africa 23 - 19 Australia When Percy Montgomery sent his third and last penalty of the afternoon sailing between the uprights to take South Africa out to 23-7 after 63 minutes, it seemed safe to contemplate the remarkable idea that South Africa were to be Tri Nations champions.",1,696
Rossi wins Malaysian Grand Prix Valentino Rossi has won the Malaysian MotoGP to extend his overall lead in the world championship at the Sepang circuit. Italian countryman Max Biaggi finished second and Alex Barros of Brazil was third.,1,697
"Memory of Clough defies the rain Football celebrities and fans have gathered to pay their respects to legendary former manager Brian Clough. Around 14,000 braved rain and wind to attend the memorial service at Derby County #39;s Pride Park stadium.",1,698
"Celtics set to sign No. 2 choice The Celtics will sign second-round pick (40th overall) Justin Reed today, according to his agent, Mark Bartelstein. The sides agreed to a two-year deal worth approximately \$1 million. The first year is guaranteed and the team holds the option on the second. Director of basketball operations Danny Ainge announced last week that Boston planned to sign the 6-foot-8-inch forward from ...",1,699
"Chargers Quarterback Situation Unsettled (AP) AP - While most teams will rest their starting quarterback as much as possible in the final exhibition game this week, the San Diego Chargers are still trying to figure out who theirs is.",1,700
"Jol Likely To Get Spurs Nod Martin Jol is likely to be named the new manager of Tottenham after Jacques Santinis shock decision to quit yesterday. The Dutch assistant coach will take charge of todays game against Charlton, and ",1,701
Williams contacts Dolphins but says he #39;s headed for India Retired running back Ricky Williams says he contacted the Miami Dolphins this week at the request of his agent but has no plans to rejoin the team anytime soon.,1,702
"Saint Liam Spirited Winner of Clark Handicap Heavily favored Saint Liam repelled the challenges of Perfect Drift and Seek Gold in the stretch and pulled away to victory in the \$558,000 Clark Handicap (gr.",1,703
"Athens Olympics cost \$15.2bn THE Athens Summer Olympic Games cost host country Greece nearly 9 billion euros (\$15.23 billion), Greek Finance Minister George Alogoskoufis said today, citing definitive figures.",1,704
"A 24 Per Cent Solution to the NHL Lockout? The one-time salary rollback was part of a new proposal made by the Players #39; Association in Toronto, at the first collective bargaining session since the NHL locked out the players on September 15.",1,705
Fighting over Brown Jan. 14: NU offers Brown a contract extension through 2009 and a raise after Holy Cross offers him its head coaching position.,1,706
"NL Wrap: Padres Ease Past Giants Despite Bonds Homer  SAN FRANCISCO (Reuters) - Jay Payton's three-run homer led  the San Diego Padres to a 5-1 win over the San Francisco Giants  in National League play Saturday, despite a 701st career blast  from Barry Bonds.",1,707
"Final 10 tracks in title chase favor Gordon Four-time champion Jeff Gordon has the best chance of winning his fifth title at the end of NASCAR #39;s playoff-style 10-race Chase for the Nextel Cup based on past performances, USA TODAY database research shows.",1,708
"Sun King is out with a begging bowl now London, September 5: Heaping ridicule on the Indian team, thrashed by a resurgent home side in the first two Natwest Challenge matches, former England captain Mike Atherton has said Sun King Sourav Ganguly has now been reduced to pauper status.",1,709
Qyntel Woods suspension protested Portland Trail Blazers players are protesting the suspension of teammate Qyntel Woods because of allegations involving dogfighting.,1,710
Story by editor  #39;Nicky Butt will miss Newcastle United #39;s next three European matches as punishment for his sending-off against Bnei Sakhnin in the Uefa Cup first-round tie.,1,711
"Frei piles the agony on Marseille PARIS, France -- Swiss striker Alexander Frei left Marseille fans calling for the resignation of president Christophe Bouchet with the only goal as Stade Rennes won 1-0.",1,712
McCARTHY SLAMS HIS OWN  #39;STUPID #39; FANS South African international Benni McCarthy has criticised Porto fans who taunted two Chelsea players with racist chants during their Champions League clash.,1,713
"Pressure off for Sadler After winning the Pop Secret 500 Sunday night at California Speedway and all but nailing down a spot in NASCAR #39;s new Chase for the Nextel Cup playoff, Sadler could hardly contain his excitement about a possible trip to New York City in December for the ",1,714
"Minaya Heads South, and Things Heat Up KEY BISCAYNE, Fla., Nov. 8 - When Omar Minaya checked into the Ritz-Carlton on Monday for the major league baseball general managers meetings, he had a receiving line of New York reporters waiting for him in the lobby.",1,715
Mets Attract Martinez The New York Mets and free agent Pedro Martinez are close to finalizing a four-year contract for the 33-year-old pitcher.,1,716
Players' Tempers Burn in the Land of Playoff Fever Baseball suspended Milton Bradley for the rest of the regular season Wednesday for throwing the kind of tantrum that is becoming commonplace in California.,1,717
Beckham May Be Ready to Play This Weekend (AP) AP - David Beckham should be ready to play this weekend for Real Madrid after missing a month with two cracked ribs.,1,718
 #39;Only hollow victories in store for Ferrari #39; Ferrari #39;s rivals have warned them that only  quot;hollow quot; victories await them if they don #39;t agree to reduce the number of days they will spend testing during next year #39;s Championship.,1,719
"US men fall again A stake in the heart of USA mens basketball was delivered Saturday by a player who was inches from doing it four years ago in Sydney, Australia.",1,720
"Bulls 95, Celtics 92 Andres Nocioni had 20 points and 12 rebounds, and Luol Deng added 18 points to lead the Chicago Bulls to a 95-92 preseason victory over the Boston Celtics on Tuesday night.",1,721
"Singh looks to build No. 1 ranking, push Woods #39; money record at 84 &lt;b&gt;...&lt;/b&gt; Vijay Singh didn #39;t see the Mystic Rock course where the 84 Lumber Classic is played until a few weeks ago. Defending champion JL Lewis said the world #39;s top-ranked golfer would have gained no great advantage if he had seen it earlier.",1,722
Earthquakes Rattle Burn 3-0 (AP) AP - Brian Ching scored a team-best 11th goal of season to lead the San Jose Earthquakes past the Dallas Burn 3-0 on Saturday night.,1,723
Vols Impressed With Freshman Quarterback (AP) AP - There is no quarterback controversy at Tennessee. The Volunteers have a competition. No. 10 Tennessee has been touting its rotation of two freshmen as a way to keep defenses off balance and busy preparing for quarterbacks with different styles.,1,724
Ht Rotherham 0 Leeds 0 Leeds refused to let the latest off-field drama overshadow their performance as they made Rotherham appear relegation certainties after handing Ronnie Moores side a first-half lesson at Millmoor.,1,725
"Chelsea replacing Arsenal as the team to beat Two weeks ago, Arsenal was riding a record unbeaten streak. Now, the Gunners can #39;t seem to win a game, and Chelsea has emerged as English soccer #39;s dominant side.",1,726
Murphy Acquitted of Sexual Abuse Charges NBA Hall of Famer Calvin Murphy was acquitted Monday of charges he sexually abused five of his 10 daughters more than a decade ago.,1,727
SportsNetwork Game Preview (Sports Network) - Javier Vazquez hopes to put the brakes on a personal three- game losing streak this afternoon when the New York Yankees close out their three-game set with the Kansas City Royals at Kauffman Stadium.,1,728
"Schilling Is Prized Starter for Game 1 The first fight of the 2004 season between the New York Yankees and Boston Red Sox did not occur on a warm, pleasant April day at Fenway Park.",1,729
MLB Players Open to Changes in Steroids Testing  PHOENIX (Sports Network) - The Major League Baseball  Players Association announced Tuesday it would work toward a  new agreement with owners for tougher steroid testing.,1,730
"Davenport Could Steal No. 1 Ranking This Week at WTA Moscow Five of the Top 6-ranked players on the WTA Tour compete this week at the Tier I stop in Moscow, though that could change with the possible withdrawal of top seed Amelie Mauresmo, who sustained a muscle pull in her leg Sunday, forcing her to pull from the ",1,731
Sharapova Storms Into Semifinals Even the chilly weather couldnt cool down Russian tennis star Maria Sharapova as she reached the semifinals of the Hansol Korea Open yesterday in Seoul in convincing fashion.,1,732
Houston Has No Problem Landing Wild Card Tie  HOUSTON (Reuters) - The red-hot Houston Astros slugged six  home runs on Saturday to beat the Colorado Rockies 9-3 and  clinch at least a tie for the National League wild card playoff  berth.,1,733
"Angels, Dodgers sew up titles The Anaheim Angels and Los Angeles Dodgers showed the baseball world how the Wests were won Saturday afternoon. After chasing Oakland and Texas for most of the season, the Angels scored three times in the ",1,734
"Improved Pitching Has the Keys Finishing on an Upswing As the season winds down for the Frederick Keys, Manager Tom Lawless is starting to enjoy the progress his pitching staff has made this season.",1,735
Chelsea make official complaint to UEFA Chelsea have lodged an official complaint with European soccer #39;s governing body UEFA after up to 50 of their fans possessing tickets were stopped from entering the ground for Tuesday #39;s Champions League game at CSKA Moscow.,1,736
"Green Observes Holiday Dodgers first baseman Shawn Green will definitely sit out at least one game of a key weekend series against the Giants in observance of Yom Kippur, but will wait to make his final decision.",1,737
 #39;Big Papi #39; pulls up the Sox BOSTON - They used to write scripts like this for the Boston Red Sox back in the days when they could still look to the bullpen for a pitcher named Babe Ruth.,1,738
Juve restore five-point lead JUVENTUS maintained their unbeaten run and restored their five-point Serie A lead with this hard-fought win today. Alessandro Del Piero opened the scoring with a low drive just after the half-hour and Marcelo ,1,739
"US Baseball: Twins Clinch AL Central Division Title The Minnesota Twins clinched their third straight American League Central Division title Monday, beating the Chicago White Sox, 8-2.",1,740
"Texas Tech Gives Nebraska Worst Loss Ever (AP) AP - Texas Tech handed Nebraska its worst lost in the Cornhuskers' storied 114-year history, with Sonny Cumbie throwing for 436 yards and five touchdowns in the Red Raiders' 70-10 victory Saturday night.",1,741
"Yankees Glimpse October, and It's Not Pretty On a night when Johan Santana was superb for the Twins, Mike Mussina was inconsistent in his first start since July 6.",1,742
"Twins put up nine-spot in sixth Because their delayed flight home from Detroit didn #39;t land until 4 am CT on Tuesday, the bleary-eyed Twins were admittedly dragging entering their series opener with the White Sox.",1,743
"UCLA Rallies to Beat No. 4 Texas, 63-60 Noelle Quinn scored the go-ahead basket with 16.7 seconds remaining and finished with 27 points, helping UCLA rally from an early 17-point deficit and beat fourth-ranked Texas 63-60 on Sunday.",1,744
"Williams seeking to cap Rocky rise to world title On Saturday, the 31-year-old can claim a piece of the world heavyweight crown with a win over Vitali Klitschko, capping a Rocky-like rise to the top.",1,745
"West Indies win toss London - West Indies captain Brian Lara won the toss and put England in to bat in cool, cloudy conditions in the final of the Champions Trophy one-day tournament at the Oval on Saturday.",1,746
Canada Nips Finland 3-2 in World Cup Final (AP) AP - The World Cup returned to Canada after 13 long years. How long hockey will be gone is anyone's guess.,1,747
Mickelson Says Equipment Change Won #39;t Hurt Him Phil Mickelson reiterated Wednesday that his performance at the Ryder Cup would not suffer because of his recent switch to using some Callaway golf equipment.,1,748
San Francisco 49ers SAN FRANCISCO (Ticker) -- The St. Louis Rams still have plenty of offensive firepower. The same could not be said for the San Francisco 49ers.,1,749
"Iverson Breaks Thumb Allen Iverson breaks his right thumb but plans to play anyway Tuesday for the U.S. men's basketball team, which is coming off a loss to Puerto Rico.",1,750
Deakes takes a walk into history The 27-year-old took out bronze in the men #39;s 20km walk -- winning Australia #39;s first Olympic medal for walking in almost 45 years. ,1,751
"Ford boosts earnings outlook Detroit: The Ford Motor Company has surprised analysts by offering a brighter outlook for the third quarter and 2004 earnings, even as it announced it was swinging the axe at its luxury Jaguar division.",1,752
"James shares backfield workload While 2-time rushing champ remains 1st running option, Colts use Rhodes to keep star fresh. By Mike Chappell. There will come a time during Sunday #39;s AFC South game between the Indianapolis Colts and Tennessee ",1,753
"Goodman warms up to pitch city to owners While this weekend #39;s Major League Baseball meetings in Anaheim, Calif., will probably be dominated by talk of steroids and big player moves, Las Vegas #39; mayor hopes to grab some attention Saturday ",1,754
Rathbone is  #39;like Gregan #39; AUSTRALIAN coach Eddie Jones rates winger Clyde Rathbone a potential successor to Wallaby captain George Gregan as the pair reach Test career milestones tonight against South Africa in Durban. ,1,755
"Police investigating theft of Olympic drug test sample DUBLIN, Ireland The investigation into whether Ireland #39;s only medal winner from the Athens Olympics had a banned substance in his system has taken a twist.",1,756
"Giants May Lose Carter Tim Carter, the New York Giants' best deep-threat wide receiver, might miss the rest of the season with a hip injury.",1,757
Newman won #39;t change strategy Ryan Newman has pocketed 23 pole positions in his three-year NASCAR career. But perhaps none more important than Friday night #39;s pole-winning effort at Richmond International Raceway.,1,758
Chelsea held to a draw LONDON: Chelsea were held to a 0-0 home draw by Tottenham Hotspur yesterday and remain two points behind champions Arsenal in second place after the weekends Premier League action.,1,759
CU #39;s Bloom Denied Request University of Colorado wide receiver Jeremy Bloom has lost his bid to continue playing college football while accepting endorsements to support his professional skiing career. ,1,760
"Favorite son eliminated Hoosier Overton fends off four-time Winged Foot champ and St. John #39;s grad Svoboda in Amateur. BY MARK HERRMANN. MAMARONECK, NY - The golf phrase  quot;local knowledge quot; took on new meaning this week at the US Amateur.",1,761
NASCAR #39;s caution flag It #39;s impossible to know how many of the stock-car-racing fans who heard Dale Earnhardt Jr. use a naughty word on television after winning a 500 at Talladega were offended -- or even noticed.,1,762
Hawk one-ups himself It turns out Richard Awa was just warming up when he scored a hat trick in Waltham's first game this season.,1,763
"Kovalainen surprises at Race of Champions In the off season, it is for most F1 and racing fans, a long time with no racing action. The Race of Champions gives the fans a little breath.",1,764
"Another Comeback Victory, Another Division Title for Yankees It took 61 come-from-behind victories, a major league record, to achieve what the Yankees did Thursday, win a seventh consecutive A.L. East title.",1,765
"Steelers winning the old fashioned way -- they pound it PITTSBURGH -- When Pittsburgh coach Bill Cowher looked for an offensive coordinator in January he didn #39;t start by asking candidates what they thought about Tommy Maddox, Hines Ward or Plaxico Burress.",1,766
"Dopers know heat is on The cleaning staff at the alpine chalet outside Soldier Hollow, the nordic venue for the Salt Lake City Olympics, noticed something odd that the last renters had left behind in February 2002.",1,767
"Hewitt Shines, Serena Dazzles at US Open Brimming with confidence, former champion Lleyton Hewitt looked every bit the tour #39;s hottest player on Wednesday as kicked off his US Open campaign with a 6-1, 7-5, 6-4 ",1,768
"Changeups can't cross up Varitek The Red Sox pitching rotation is suddenly a shell game. It started out as Curt, Pedro, Bronson, and Wake, with Derek as the odd man out. But then Curt's ankle made headlines, and that's why Derek will pitch for Curt in Game 5. No, wait. Now it's raining, and everyone gets an extra day off, so Pedro might pitch for ...",1,769
"FOOTBALL: TOSHACK: I #39;LL TAKE NO NONSENSE JOHN TOSHACK last night vowed to take no nonsense from his players after being confirmed as Wales manager. When he was a media pundit, the former Real Madrid chief upset Welsh players and ",1,770
Royals Rout Yankees 17-8 (AP) AP - John Buck hit a three-run homer and Angel Berroa had two hits and scored twice in a 10-run fifth inning that carried the Kansas City Royals to a 17-8 rout of the New York Yankees on Monday night.,1,771
"NBA ROUNDUP: Suns win ninth in row Amare Stoudemire, Steve Nash and Quentin Richardson each scored 21 points, and the host Phoenix Suns -- off to their best start in 24 years -- won their ninth in a row with a 120-101 victory against the Cleveland Cavaliers on Wednesday night.",1,772
"World track glory pull for Radcliffe PAULA Radcliffe is considering going for the 10,000 metres gold medal in the World Championships in Helsinki next summer. Max Jones, UK Athletics performance director, believes Radcliffe is eager to prove herself as a global track champion.",1,773
"Steelers Pummel Eagles Jerome Bettis, subbing for an injured Duce Staley, grinds out 149 of the Steelers' 252 rushing yards in Pittsburgh's 27-3 pounding of the previously unbeaten Eagles.",1,774
"Gold medal for Cuban Yumisledi Cumb ATHENS (PL). Unexpectedly, but justly so, shot putter Yumisleidi Cumb has become the first gold medalist for Cuba at the 28th Olympic Games in Athens after Russian Irina Korzhanenko tested positive for drugs.",1,775
Hargrove lands Mariners job over Little and others Mike Hargrove knows just what he's getting into as the new manager of the last-place Seattle Mariners.,1,776
"Quiet Goosen roars to victory Commotion simply isn #39;t part of his makeup, the level of Retief Goosen #39;s stoic personality fast approaching legendary proportions on the PGA Tour.",1,777
Jays Claim Song Off Waivers From Montreal (AP) AP - The Toronto Blue Jays claimed right-hander Seung Song off waivers from the Montreal Expos on Saturday.,1,778
"Caddie: Woods to Return to Top of Game (AP) AP - A swing change, not romance, caused Tiger Woods to drop to No. 3 in the world rankings. That's the opinion of Woods' caddie, Steve Williams, who predicts a revival next year.",1,779
London tries to duck mud clinging to Slavkov Officials for London #39;s 2012 games bid are hoping that the International Olympic Committee #39;s decision to recommend the expulsion of a Bulgarian member alleged in a BBC programme to be involved in corruption will not undermine its bid.,1,780
"New Orleans #39; Gleason no Saint; fined by NFL New Orleans, LA (Sports Network) - New Orleans #39; Steve Gleason was fined \$5,000 by the NFL on Wednesday for punching the Panthers #39; Kemp Rasmussen during last Sunday #39;s 32-21 loss to Carolina.",1,781
"High-water mark FOXBOROUGH -- By the end of a 24-3 Patriots win over the Baltimore Ravens yesterday, the Patriots didn't know whether to sack Kyle Boller or to hug him.",1,782
"Boston eclipse Yankees Johnny Damon drove in the winning run as the Boston Red Sox staged a comeback to beat the New York Yankees 3-2. Trailing 2-1 to their AL East rivals, the Red Sox hit two runs off Mariano Rivera in the ninth inning to snatch victory.",1,783
"Advocaat new Gladbach boss GERMAN side Borussia Monchengladbach today named former Dutch boss Dick Advocaat as their new manager. Advocaat, 57, signed a contract with the five-time German champions until June 2007 and takes over from Holger Fach who was sacked six days ago.",1,784
"Stadler leads SAS Championship Cary, NC (Sports Network) - Craig Stadler shot a seven-under-par 65 on Friday to take the first-round lead of the SAS Championship at Prestonwood Country Club.",1,785
Air Force Coach Gets Five-Year Extension (AP) AP - Air Force football coach Fisher DeBerry agreed to a five-year contract extension Thursday.,1,786
"Group OK With Most Football Coach Searches Nebraska head coach Bill Callahan runs off the field at halftime of the game against Baylor in Lincoln, Neb., Saturday, Oct. 16, 2004.",1,787
"U.S. Men's Basketball Team Takes Bronze Medal  ATHENS (Reuters) - The U.S. men's basketball team salvaged  some pride Saturday, beating Lithuania 104-96 to take the  Olympic bronze medal.",1,788
Monty still smiling at Woburn A birdie-eagle finish had Colin Montgomerie smiling yet again when he returned to the European Tour after his Ryder Cup heroics. Montgomerie was seven shots adrift of the first-round leaders in The Heritage ,1,789
"LATE KICK MAY BOOST RADCLIFFE If Paula Radcliffe is looking for a low-profile re-entry into competition, she #39;s picked the wrong race. The 30-year-old world record holder hasn #39;t raced since her crack-up ",1,790
"Singh Wants to Finish Strong This Fall (AP) AP - Ken Griffey Jr. walked down the practice range Wednesday morning and stopped to watch Vijay Singh, two world-class athletes with not much else in common.",1,791
"A winsa win NEW YORK - With a shot at claiming the No. 1 ranking, Amelie Mauresmo engaged Elena Dementieva in a contest called, Anything you can do, I can do worse.",1,792
"Cricket: Key unlocks Oppenheimer XI attack in England romp RANDJESFONTEIN, South Africa : Stand-in captain Marcus Trescothick and the hard-hitting Robert Key took England to a comfortable win in the opening match of their South African tour against a Nicky Oppenheimer XI at the NFO private ground north of ",1,793
"ICC would back England in vote England will avoid financial sanctions if they pull out of their tour to Zimbabwe. According to sources, the majority of Test-playing countries would back the England and Wales Cricket Board ",1,794
"NFL roundup for Monday, Oct. 25, 2004 KANSAS CITY, Mo. -- Neither 12 years in the league nor nine trips to the Pro Bowl could prepare Willie Roaf for what he did, saw and felt on this history-making day.",1,795
"No. 1 USC 45, No. 15 Arizona St. 7 A week after getting past California despite being badly beaten statistically, No. 1 Southern Cal took command early against Arizona State and routed the 15th-ranked Sun Devils 45-7 Saturday.",1,796
"Wigley replaces Sturrock at Saints SOUTHAMPTON, England: English Premiership side Southampton announced yesterday the resignation of their manager Paul Sturrock - the first managerial casualty of the new season.",1,797
Saban Still Top Choice The Dolphins will put their courtship of LSU coach Nick Saban on hold to comply with the NFL's hiring policy by interviewing a minority candidate.,1,798
Yanks Lead Boston 2-0 After Three Innings (AP) AP - The New York Yankees took a 2-0 lead over Boston after three innings of play as they looked to complete a shocking sweep of the Red Sox in Game 4 of the AL championship series Sunday.,1,799
"Moss possible for Sunday Randy Moss tested his strained right hamstring on a treadmill Friday and will be on the practice field for a more extensive workout today, but the Vikings #39; all-pro wide receiver remains a game-time decision for Sunday.",1,800
Rockets give \$83 million to McGrady CBC SPORTS ONLINE - The Houston Rockets welcomed aboard reigning scoring champion Tracy McGrady with open arms and an open wallet.,1,801
Springbok England clash  quot;not for faint-hearted quot; England coach Andy Robinson says he is expecting a huge physical test on Saturday when a wounded Springbok team run out at Twickenham.,1,802
"Rusedski happy to be back It is almost the end of term and the report cards are due. With only a couple of weeks to go before the season #39;s end, some (Tim Henman) are still busting their buttons to earn their gold star ",1,803
"Cursing Russian fires up DESPITE what the song says, you have to be pretty chirpy to love Paris in the autumn when it drizzles, as it #39;s done all week, especially when the tennis often matches the grey and lifeless skies.",1,804
Dakar winner Sainct killed in Rally of the Pharaohs Three-time Dakar Rally winner Richard Sainct has been killed in an accident during the fourth stage of the Rally of the Pharoahs in Egypt.,1,805
"U.S.C. Stays Atop A.P. Poll; Okla. Earns No. 2 U.S.C. received 46 first-place votes in The Associated Press poll released Sunday, eight fewer than last week.",1,806
"KC's Green Questionable for Sunday  KANSAS CITY, Mo., (Sports Network) - Kansas City Chiefs  quarterback Trent Green is listed as questionable for Sunday's  game against the Oakland Raiders with bruises to his ribs and  hip.",1,807
Coyotes Juggle Centers The Phoenix Coyotes signed free-agent center Petr Nedved and traded center Daymond Langkow to the Calgary Flames for two players on Thursday.,1,808
"Brawl mars end for retiring Holtz He #39;d thought about it fondly, envisioning it as his grand ride into the sunset. Who knows, maybe he #39;d even leave the Memorial Stadium playing surface at Clemson victoriously saddled atop his players #39; shoulders.",1,809
"Colorado State Limits Alcohol at Stadium (AP) AP - Following the death of a female student and two off-campus riots, Colorado State University officials on Thursday said alcohol sales for most of its football stadium would be suspended until at least Feb. 1.",1,810
Mayor Says He Has Votes Mayor Anthony A. Williams predicts he has enough votes to approve financing for a ballpark along the Anacostia waterfront.,1,811
"Wildcats spring Sproles for another huge game MANHATTAN, Kan. -- Darren Sproles ran for 221 yards and a touchdown on 42 carries, leading No. 12 Kansas State to a season-opening 27-13 victory over Division 1-AA Western Kentucky last night.",1,812
"Venus Wins, Russians Dominate Early Action  MOSCOW (Reuters) - Venus Williams carved out a testy 6-4,  6-4 win over qualifier Alina Jidkova, while French and U.S.  Open runner-up Elena Dementieva led seven Russians into the  second round of the Kremlin Cup Tuesday.",1,813
"Duo holds fate of Man U London - US sports tycoon Malcolm Glazer was trying to win over Manchester United #39;s two key Irish shareholders in his bid to buy the English soccer club, but had not yet entered serious talks with them, sources familiar with the situation said yesterday.",1,814
"Report: Solich lands Ohio job BRISTOL, Connecticut (Ticker) - It appears that Frank Solich #39;s hiatus from coaching will be one year. According to an ESPN.com report Wednesday night, Solich - who was fired from Nebraska despite going 9-3 ",1,815
"Astros launch into NLCS lead Houston - Jeff Kent sat alone in the dugout Monday, thinking forward and counting backward. As the sellout crowd of 43,045 screamed, waving white towels, the Houston Astros #39; second baseman began preparing for the biggest at-bat in the franchise #39;s history.",1,816
"Season over for Seattle #39;s Jacobsen Seattle, WA (Sports Network) - The Seattle Mariners announced prior to Wednesday #39;s game against Cleveland that first baseman/designated hitter Bucky Jacobsen will undergo surgery next week, ending the rookie #39;s 2004 campaign.",1,817
Lampard closing in on Henry IT has been touted as the biggest game of the season so far when some of the Actim Index #39;s star performers lock horns as Arsenal host leaders Chelsea at Highbury tomorrow.,1,818
IU Claims Soccer Title Indiana defends its NCAA men's soccer title by edging UC Santa Barbara in penalty kicks on Sunday.,1,819
Who? Who? And Clemens The Houston Astros and their fans patiently waited 42 years before winning their first post-season series on Monday and what do they get for a payoff?,1,820
"On Baseball: Rain dulls pain You #39;re angry. You want to lash out. The Red Sox are doing it to you again. They #39;re blowing a playoff series, and to the Yankees no less.",1,821
Pacers veteran Miller breaks hand INDIANAPOLIS: Indiana shooting guard Reggie Miller broke a bone in his left hand Friday in the first quarter of Fridays National Basketball Association pre-season finale against Denver.,1,822
FOOTBALL: UNITED #39;S FANS GET ALL SHIRTY MANCHESTER United fans have been urged to boycott official club merchandise in a bid to thwart Malcolm Glazer #39;s planned 800million takeover of the club.,1,823
"Death by a thousand cuts THE ghosts of Calcutta 2001 and aches of Australia #39;s over-worked bowlers have combined to ensure that New Zealand #39;s demise will be death by a thousand cuts, drives and pulls after Ricky Ponting failed to enforce the follow-on during the second Test ",1,824
Coker pleased players didn #39;t quit CORAL GABLES  Miami coach Larry Coker admits it took him a while to come down from Friday night #39;s 16-10 overtime victory against Florida State.,1,825
"Texas Tech Stuns No. 23 Okla. St., 31-15 (AP) AP - Sonny Cumbie, the nation's leading passer, had a season-low 281 yards but threw for three touchdowns to lead Texas Tech to a 31-15 win over No. 23 Oklahoma State on Saturday.",1,826
"Padres Trade Long for May, Bukvich (AP) AP - The San Diego Padres traded one of their extra outfielders, Terrence Long, to Kansas City for left-hander Darrell May and right-hander Ryan Bukvich on Monday.",1,827
"WNBA: Storm Defeat Sun, Tie Finals at 1-1 The Seattle Storm has defeated the Connecticut Sun 67-65 to force a decisive third game in the Women #39;s National Basketball Association Finals.",1,828
"DC #39;s baseball win official Proclaiming it a great day in Washington, Mayor Tony Williams confirmed Wednesday afternoon that Major League Baseball is returning to Washington.",1,829
"Bucs owner ups stake in soccer powerhouse LONDON Tampa Bay Buccaneers owner Malcolm Glazer has added to his Manchester United holdings for the third straight day, continuing to fuel speculation of a takeover bid.",1,830
"Frazier Advances at ASB Women's Classic (AP) AP - Top-seeded Amy Frazier advanced to the second round of the ASB Women's Classic on Monday with a 6-3, 6-3 win over fellow American Laura Granville.",1,831
"On the Couch / The US needs to show some respect Who #39;s the sports figure one most wanted to feel sorry for this past week, but simply couldn #39;t? Who turned us off most? He #39;s one and the same - Hal Sutton, the US Ryder Cup captain whose team was almost obliterated ",1,832
"Rick Hendrick grieves, and a racing community joins him Richard Childress can empathize with at least some of the despair that fellow NASCAR team owner Rick Hendrick is going through. Nearly four years ago, Dale Earnhardt was killed while driving for Childress in the Daytona 500.",1,833
"Santini reveals truth about Arnesen  quot;Right from the beginning there was a problem with responsibilities within the club, especially regarding recruitment, quot; the Frenchman said during half-time, with the scores still level at 1-1.",1,834
"Rangers top Bosox, ending streak at 10 The Red Sox lost for the first time in 11 games, falling to the Texas Rangers, 8-6, yesterday and missing a chance to pull within 1 1/2 games of the Yankees in the AL East.",1,835
"Owen stars in Real Madrid debut Michael Owen made his debut for Real Madrid on Sunday, setting up a second-half goal by Ronaldo in a 1-0 victory at Mallorca in a Spanish league opener.",1,836
"Today's schedule Pro basketball: WNBA playoffs: Sun vs. Washington (Game 3) at Mohegan Sun Arena, Uncasville, Conn., 8 p.m.",1,837
Larsson and Rooney bid for world player award WAYNE Rooney and Henrik Larsson are among the players nominated for FIFAs prestigious World Player of the Year award. Rooney is one of four Manchester United players on a list which is heavily influenced by the Premiership.,1,838
"SuperSonics 108, Lakers 93 Rashard Lewis scored a season-high 37 points, and the Seattle SuperSonics improved to 18-4 with a 108-93 win over the Los Angeles Lakers Tuesday night.",1,839
"Donald finds the taste for battle after shaky start In the wake of the Montgomery-Woods skirmishes already commenced, we half expected to find the bloody detritus of combat as two virgin soldiers prepared for action on this dank, grey opening morning.",1,840
"Late strikes lift Memphis JONESBORO, Ark. -- Tim Goodwell forced a fumble and returned it 10 yards for a touchdown with 2:22 left and No. 25 Memphis scored 21 points in the final three minutes for a 47-35 comeback victory over Arkansas State yesterday.",1,841
